episode,length,total_reward,avg_q,exploration
50,200,-188.718,-9.879049301147461,0.778312557068642
51,200,-192.60426,-9.854257583618164,0.7744209942832988
52,200,-184.59169,-9.854390144348145,0.7705488893118823
53,200,-192.9732,-9.863883018493652,0.7666961448653229
54,200,-191.69016,-9.834144592285156,0.7628626641409962
55,200,-181.93349,-10.72020435333252,0.7590483508202912
56,200,-194.62592,-10.68199348449707,0.7552531090661897
57,200,-178.51933,-10.674325942993164,0.7514768435208588
58,200,-195.0712,-10.67151165008545,0.7477194593032545
59,200,-193.20387,-10.668342590332031,0.7439808620067382
60,200,-187.75142,-11.58497142791748,0.7402609576967045
61,200,-187.31503,-11.486993789672852,0.736559652908221
62,200,-194.20027,-11.490140914916992,0.7328768546436799
63,200,-192.88191,-11.48710823059082,0.7292124703704616
64,200,-192.2494,-11.481361389160156,0.7255664080186093
65,200,-181.68468,-12.376279830932617,0.7219385759785162
66,200,-179.8394,-12.300625801086426,0.7183288830986236
67,200,-194.91415,-12.288921356201172,0.7147372386831305
68,200,-190.46971,-12.286897659301758,0.7111635524897149
69,200,-191.0004,-12.297032356262207,0.7076077347272662
70,200,-187.76456,-13.16096305847168,0.7040696960536299
71,200,-188.65923,-13.116195678710938,0.7005493475733617
72,200,-193.58707,-13.103070259094238,0.697046600835495
73,200,-189.75479,-13.101617813110352,0.6935613678313175
74,200,-188.87065,-13.09587287902832,0.6900935609921609
75,200,-189.0471,-13.9381742477417,0.6866430931872001
76,200,-194.2194,-13.884466171264648,0.6832098777212641
77,200,-189.53314,-13.872723579406738,0.6797938283326578
78,200,-193.78255,-13.880361557006836,0.6763948591909945
79,200,-190.08328,-13.882369995117188,0.6730128848950395
80,200,-184.91776,-14.686938285827637,0.6696478204705644
81,200,-191.7458,-14.665847778320312,0.6662995813682115
82,200,-185.54576,-14.644770622253418,0.6629680834613705
83,200,-193.37685,-14.656941413879395,0.6596532430440636
84,200,-194.33058,-14.65997314453125,0.6563549768288433
85,200,-183.90125,-15.394720077514648,0.653073201944699
86,200,-192.30582,-15.434771537780762,0.6498078359349755
87,200,-179.98721,-15.4032621383667,0.6465587967553006
88,200,-193.05289,-15.410903930664062,0.6433260027715241
89,200,-193.22917,-15.399042129516602,0.6401093727576664
90,200,-193.76605,-16.1279296875,0.6369088258938781
91,200,-196.04723,-16.15696907043457,0.6337242817644086
92,200,-195.92981,-16.152435302734375,0.6305556603555866
93,200,-180.98665,-16.140522003173828,0.6274028820538087
94,200,-187.95932,-16.140600204467773,0.6242658676435396
95,200,-181.1668,-16.833654403686523,0.6211445383053219
96,200,-181.93535,-16.889053344726562,0.6180388156137953
97,200,-182.53584,-16.888124465942383,0.6149486215357263
98,200,-188.51111,-16.860971450805664,0.6118738784280476
99,200,-189.61502,-16.857986450195312,0.6088145090359074
100,200,-183.26689,-17.567195892333984,0.6057704364907278
101,200,-176.14511,-17.588058471679688,0.6027415843082742
102,200,-194.01067,-17.557743072509766,0.5997278763867329
103,200,-188.7903,-17.541345596313477,0.5967292370047992
104,200,-196.13037,-17.585250854492188,0.5937455908197752
105,200,-185.73529,-18.284137725830078,0.5907768628656763
106,200,-193.84276,-18.313610076904297,0.5878229785513479
107,200,-193.84258,-18.312545776367188,0.5848838636585911
108,200,-188.86363,-18.29083824157715,0.5819594443402982
109,200,-187.31029,-18.252220153808594,0.5790496471185967
110,200,-184.55734,-18.944072723388672,0.5761543988830038
111,200,-188.85023,-18.985462188720703,0.5732736268885887
112,200,-179.28793,-18.951587677001953,0.5704072587541458
113,200,-188.14261,-18.93920135498047,0.567555222460375
114,200,-181.88889,-18.951366424560547,0.5647174463480732
115,200,-185.02846,-19.616283416748047,0.5618938591163328
116,200,-194.73747,-19.660497665405273,0.5590843898207511
117,200,-187.94128,-19.636398315429688,0.5562889678716474
118,200,-195.50606,-19.64056968688965,0.5535075230322891
119,200,-194.3698,-19.5986270904541,0.5507399854171277
120,200,-186.67787,-20.291250228881836,0.547986285490042
121,200,-174.29,-20.292190551757812,0.5452463540625918
122,200,-187.2135,-20.261533737182617,0.5425201222922789
123,200,-184.56499,-20.253747940063477,0.5398075216808175
124,200,-192.82031,-20.253488540649414,0.5371084840724134
125,200,-190.41893,-20.96061134338379,0.5344229416520513
126,200,-193.11406,-20.95810317993164,0.531750826943791
127,200,-194.43442,-20.914161682128906,0.5290920728090721
128,200,-194.48207,-20.90212631225586,0.5264466124450268
129,200,-189.26683,-20.88918685913086,0.5238143793828016
130,200,-181.79759,-21.635486602783203,0.5211953074858876
131,200,-187.60716,-21.54863929748535,0.5185893309484582
132,200,-182.69789,-21.537918090820312,0.5159963842937159
133,200,-190.13396,-21.53377914428711,0.5134164023722473
134,200,-195.03993,-21.553722381591797,0.510849320360386
135,200,-194.37653,-22.30051040649414,0.5082950737585841
136,200,-190.14415,-22.21024513244629,0.5057535983897912
137,200,-194.00174,-22.194595336914062,0.5032248303978422
138,200,-185.2196,-22.198814392089844,0.500708706245853
139,200,-183.41968,-22.18429183959961,0.4982051627146237
140,200,-194.35934,-22.944305419921875,0.49571413690105054
141,200,-192.01802,-22.806621551513672,0.4932355662165453
142,200,-187.96606,-22.807523727416992,0.4907693883854626
143,200,-189.49965,-22.838512420654297,0.4883155414435353
144,200,-179.7682,-22.805160522460938,0.4858739637363176
145,200,-178.22878,-23.488643646240234,0.483444593917636
146,200,-187.80121,-23.434185028076172,0.4810273709480478
147,200,-192.29185,-23.42841148376465,0.47862223409330756
148,200,-193.87355,-23.442699432373047,0.47622912292284103
149,200,-193.95209,-23.430572509765625,0.4738479773082268
150,200,-187.4065,-24.1281795501709,0.47147873742168567
151,200,-193.70705,-24.042879104614258,0.46912134373457726
152,200,-180.89381,-24.066139221191406,0.46677573701590436
153,200,-189.6742,-24.03951072692871,0.46444185833082485
154,200,-193.8806,-24.045475006103516,0.46211964903917074
155,200,-195.5474,-24.704421997070312,0.4598090507939749
156,200,-194.26088,-24.6837215423584,0.457510005540005
157,200,-192.09178,-24.641454696655273,0.45522245551230495
158,200,-193.58109,-24.642597198486328,0.4529463432347434
159,200,-193.3291,-24.658910751342773,0.4506816115185697
160,200,-188.41617,-25.316497802734375,0.4484282034609769
161,200,-185.54362,-25.28745460510254,0.446186062443672
162,200,-194.02568,-25.265005111694336,0.4439551321314536
163,200,-190.33263,-25.27535629272461,0.4417353564707963
164,200,-187.12802,-25.26608657836914,0.43952667968844233
165,200,-186.13362,-25.92269515991211,0.43732904629000013
166,200,-194.63574,-25.858234405517578,0.4351424010585501
167,200,-191.20505,-25.860004425048828,0.43296668905325736
168,200,-188.67853,-25.870342254638672,0.43080185560799106
169,200,-180.78052,-25.853967666625977,0.4286478463299511
170,200,-191.14644,-26.471088409423828,0.42650460709830135
171,200,-180.1561,-26.458141326904297,0.42437208406280985
172,200,-185.75734,-26.4769229888916,0.4222502236424958
173,200,-182.34198,-26.428747177124023,0.42013897252428334
174,200,-182.03238,-26.451568603515625,0.4180382776616619
175,200,-188.60597,-27.035991668701172,0.4159480862733536
176,200,-195.12796,-27.059667587280273,0.41386834584198684
177,200,-190.84006,-27.04534912109375,0.4117990041127769
178,200,-189.45372,-27.048004150390625,0.40974000909221303
179,200,-192.03592,-27.027912139892578,0.40769130904675194
180,200,-185.32741,-27.606304168701172,0.40565285250151817
181,200,-185.04822,-27.63852310180664,0.4036245882390106
182,200,-184.33165,-27.618213653564453,0.4016064652978155
183,200,-196.10504,-27.605731964111328,0.3995984329713264
184,200,-182.2674,-27.605823516845703,0.3976004408064698
185,200,-191.92253,-28.191747665405273,0.39561243860243744
186,200,-193.8217,-28.21225929260254,0.3936343764094253
187,200,-183.66063,-28.186016082763672,0.39166620452737816
188,200,-181.8498,-28.184478759765625,0.3897078735047413
189,200,-179.46474,-28.21137046813965,0.3877593341372176
190,200,-175.16281,-28.772380828857422,0.3858205374665315
191,200,-189.91982,-28.800622940063477,0.38389143477919885
192,200,-190.54393,-28.823211669921875,0.3819719776053028
193,200,-192.53175,-28.794414520263672,0.3800621177172763
194,200,-191.31693,-28.7806339263916,0.37816180712868996
195,200,-185.14859,-29.364498138427734,0.37627099809304654
196,200,-186.36894,-29.37990951538086,0.3743896431025813
197,200,-190.95168,-29.3922176361084,0.37251769488706843
198,200,-189.54132,-29.347986221313477,0.3706551064126331
199,200,-189.26732,-29.35091209411621,0.36880183088056995
