episode,length,total_reward,avg_q,exploration
128,174,-42.0,3.4799294471740723,0.5264466124450268
129,13,-9.0,3.631399631500244,0.5238143793828016
130,152,-64.0,3.5024280548095703,0.5211953074858876
131,127,-25.0,3.9948906898498535,0.5185893309484582
132,39,1.0,4.008378505706787,0.5159963842937159
133,166,0.0,4.275333404541016,0.5134164023722473
134,52,-14.0,4.2245635986328125,0.510849320360386
135,39,9.0,4.215213775634766,0.5082950737585841
136,80,4.0,4.071571350097656,0.5057535983897912
137,138,72.0,4.136379718780518,0.5032248303978422
138,50,30.0,4.155098915100098,0.500708706245853
139,35,3.0,4.121829032897949,0.4982051627146237
140,41,13.0,4.134428024291992,0.49571413690105054
141,29,5.0,4.0785908699035645,0.4932355662165453
142,148,-4.0,4.182833671569824,0.4907693883854626
143,86,-24.0,4.318066120147705,0.4883155414435353
144,52,6.0,4.3169450759887695,0.4858739637363176
145,286,110.0,4.830907821655273,0.483444593917636
146,176,92.0,4.736851692199707,0.4810273709480478
147,52,18.0,4.846226692199707,0.47862223409330756
148,472,136.0,4.845457553863525,0.47622912292284103
149,18,-10.0,4.794547080993652,0.4738479773082268
150,118,74.0,5.726365089416504,0.47147873742168567
151,122,70.0,5.621741771697998,0.46912134373457726
152,123,61.0,5.7462158203125,0.46677573701590436
153,127,61.0,5.7376837730407715,0.46444185833082485
154,35,15.0,5.698416709899902,0.46211964903917074
155,136,-2.0,5.681499004364014,0.4598090507939749
156,188,-4.0,5.725686550140381,0.457510005540005
157,40,-20.0,5.641903877258301,0.45522245551230495
158,150,10.0,6.5111260414123535,0.4529463432347434
159,297,87.0,6.709515571594238,0.4506816115185697
160,198,44.0,6.5831427574157715,0.4484282034609769
161,95,55.0,6.518575191497803,0.446186062443672
162,152,40.0,6.850973606109619,0.4439551321314536
163,53,25.0,6.596351623535156,0.4417353564707963
164,48,30.0,6.686557769775391,0.43952667968844233
165,53,27.0,6.606329441070557,0.43732904629000013
166,18,-14.0,6.698878288269043,0.4351424010585501
167,161,121.0,7.685670375823975,0.43296668905325736
168,131,-11.0,7.785902500152588,0.43080185560799106
169,50,20.0,7.6289472579956055,0.4286478463299511
170,179,29.0,7.5559868812561035,0.42650460709830135
171,141,21.0,7.764824867248535,0.42437208406280985
172,178,-20.0,7.87148380279541,0.4222502236424958
173,60,6.0,7.765496730804443,0.42013897252428334
174,236,148.0,8.465921401977539,0.4180382776616619
175,48,4.0,8.531485557556152,0.4159480862733536
176,120,-2.0,8.529023170471191,0.41386834584198684
177,253,139.0,8.576390266418457,0.4117990041127769
178,48,12.0,8.611261367797852,0.40974000909221303
179,26,10.0,8.585691452026367,0.40769130904675194
180,84,20.0,8.701770782470703,0.40565285250151817
181,106,8.0,8.568132400512695,0.4036245882390106
182,132,2.0,8.488698959350586,0.4016064652978155
183,208,100.0,9.33827018737793,0.3995984329713264
184,209,71.0,9.236551284790039,0.3976004408064698
185,30,-26.0,9.272968292236328,0.39561243860243744
186,500,350.0,9.29762077331543,0.3936343764094253
187,19,-3.0,9.255241394042969,0.39166620452737816
188,187,97.0,10.0152587890625,0.3897078735047413
189,282,98.0,10.036338806152344,0.3877593341372176
190,39,19.0,9.982584953308105,0.3858205374665315
191,102,32.0,10.02394962310791,0.38389143477919885
192,318,208.0,9.915465354919434,0.3819719776053028
193,31,-3.0,9.958795547485352,0.3800621177172763
194,53,15.0,10.008325576782227,0.37816180712868996
195,82,60.0,10.058732032775879,0.37627099809304654
196,138,84.0,10.748847007751465,0.3743896431025813
197,16,-4.0,10.82443904876709,0.37251769488706843
198,40,-26.0,10.674840927124023,0.3706551064126331
199,150,56.0,10.808138847351074,0.36880183088056995
